Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,Latitude,Longitude,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review
138348,26/1/2024,BF1549,Clothing,Male,26,New Jersey,"39,833851","-74,871826",No,130,0,130,2,260,2,The product had an underwhelming design.
138790,13/5/2024,BF1547,Ornaments,Male,24,Montreal,"45,508888","-73,561668",Yes,32,25,57,2,114,3,Average product
170025,3/12/2023,BF1550,Clothing,Male,34,Paris,"48,870502","2,304897",Yes,97,50,147,1,147,5,Exquisite craftsmanship here is absolutely appreciated.
168520,23/9/2024,BF1551,Ornaments,Female,31,San Antonio,"29,424349","-98,491142",No,15,0,15,3,45,2,"Unfortunately, the delivery was late."
165261,13/12/2023,BF1548,Clothing,Male,32,Las Vegas,"36,18811","-115,176468",No,65,0,65,1,65,5,The delivery team handled the product with care.
182299,26/3/2024,BF1545,Other,Female,25,Cleveland,"41,505493","-81,68129",No,10,0,10,1,10,5,The Product exhibits good design.
165196,31/8/2024,BF1548,Clothing,Male,20,London,"51,509865","-0,118092",Yes,65,40,105,2,210,2,The product is not as advertised.
153554,1/9/2024,BF1550,Clothing,Male,23,Cleveland,"41,505493","-81,68129",No,97,0,97,1,97,1,Waste of Money.
131552,30/11/2023,BF1548,Clothing,Male,26,Portland,"45,5234","-122,67621",No,65,0,65,1,65,4,The product was affordable here compared to other brands.
146178,4/6/2024,BF1545,Other,Female,18,Detroit,"42,33143","-83,04575",No,10,0,10,2,20,3,Had slight delays but the product was in good shape.
138795,2/6/2024,BF1546,Clothing,Female,19,New Jersey,"39,833851","-74,871826",No,118,0,118,3,354,1,Never buying from here again.
142933,23/7/2024,BF1550,Clothing,Male,19,New Jersey,"39,833851","-74,871826",No,97,0,97,4,388,3,Had slight delays but the product was in good shape.
188192,31/10/2024,BF1545,Other,Male,32,Cardiff,"51,481583","-3,17909",Yes,10,40,50,2,100,1,The promotion quality does not match the product
184678,8/6/2024,BF1551,Ornaments,Male,28,Sacramento,"38,58157","-121,4944",No,15,0,15,1,15,5,Discount deals was greatly appreciated.
128904,28/2/2024,BF1543,Clothing,Male,22,Sydney,"-33,865143","151,2099",Yes,100,100,200,3,600,5,The product was delivered quickly.
191045,29/11/2023,BF1550,Clothing,Male,20,Dublin,"53,35014","-6,266155",Yes,97,40,137,1,137,4,Exquisite craftsmanship here is absolutely appreciated.
163054,16/1/2024,BF1548,Clothing,Male,30,Glasgow,"55,860916","-4,251433",Yes,65,40,105,4,420,1,Careless handling by the delivery team.
121078,13/12/2023,BF1545,Other,Female,22,Austin,"30,266666","-97,73333",No,10,0,10,4,40,5,The product was affordable here compared to other brands.
180876,14/7/2024,BF1544,Other,Male,31,Sacramento,"38,58157","-121,4944",No,9,0,9,1,9,4,Great design is one of the major positives of this product.
155281,26/2/2024,BF1547,Ornaments,Male,22,Cleveland,"41,505493","-81,68129",No,32,0,32,3,96,5,Incredible detailing was clearly evident.
183087,16/2/2024,BF1548,Clothing,Male,25,Austin,"30,266666","-97,73333",No,65,0,65,1,65,2,The product had poor quality.
185910,9/7/2024,BF1548,Clothing,Female,22,Glasgow,"55,860916","-4,251433",Yes,65,40,105,1,105,4,The product had excellent quality.
165100,12/10/2024,BF1545,Other,Male,29,Dublin,"53,35014","-6,266155",Yes,10,40,50,1,50,5,The Product exhibits good design.
167831,9/3/2024,BF1547,Ornaments,Male,22,New Jersey,"39,833851","-74,871826",No,32,0,32,1,32,5,The product had excellent quality.
185069,12/1/2024,BF1544,Other,Male,32,Cleveland,"41,505493","-81,68129",No,9,0,9,1,9,4,The Product exhibits good design.
153675,30/5/2024,BF1547,Ornaments,Male,31,Cardiff,"51,481583","-3,17909",Yes,32,40,72,5,360,5,Discount deals was greatly appreciated.
169012,10/6/2024,BF1544,Other,Female,21,New York,"40,73061","-73,935242",No,9,0,9,1,9,2,The promotion quality does not match the product
185868,14/1/2024,BF1545,Other,Female,18,Pittsburgh,"40,44062","-79,99589",No,10,0,10,1,10,4,Discount deals was greatly appreciated.
199507,10/5/2024,BF1545,Other,Male,22,Cleveland,"41,505493","-81,68129",No,10,0,10,2,20,3,Average product
187807,21/4/2024,BF1548,Clothing,Male,20,Pittsburgh,"40,44062","-79,99589",No,65,0,65,1,65,2,Never buying from here again.
131889,17/4/2024,BF1548,Clothing,Female,19,Montreal,"45,508888","-73,561668",Yes,65,25,90,1,90,4,The product was affordable here compared to other brands.
191650,11/7/2024,BF1548,Clothing,Male,35,Las Vegas,"36,18811","-115,176468",No,65,0,65,5,325,1,The promotion quality does not match the product
120961,28/8/2024,BF1548,Clothing,Female,23,Glasgow,"55,860916","-4,251433",Yes,65,40,105,1,105,3,The handling was questionable but incurred only minute damages.
123878,18/7/2024,BF1544,Other,Male,19,Toronto,"43,65107","-79,347015",Yes,9,25,34,1,34,4,Great design is one of the major positives of this product.
142003,22/7/2024,BF1548,Clothing,Male,32,Cardiff,"51,481583","-3,17909",Yes,65,40,105,1,105,5,Lack of delivery delays is greatly appreciated.
177177,12/5/2024,BF1549,Clothing,Male,33,Las Vegas,"36,18811","-115,176468",No,130,0,130,1,130,3,Had slight delays but the product was in good shape.
182615,18/2/2024,BF1550,Clothing,Female,26,Sacramento,"38,58157","-121,4944",No,97,0,97,5,485,2,Never buying from here again.
163266,23/6/2024,BF1551,Ornaments,Female,26,Mumbai,"19,07609","72,877426",Yes,15,70,85,1,85,5,Premium quality as usual.
159105,20/4/2024,BF1545,Other,Male,21,London,"51,509865","-0,118092",Yes,10,40,50,1,50,4,The product was affordable here compared to other brands.
150308,9/6/2024,BF1548,Clothing,Female,22,Glasgow,"55,860916","-4,251433",Yes,65,40,105,3,315,4,The product was delivered quickly.
125917,29/5/2024,BF1552,Ornaments,Male,28,London,"51,509865","-0,118092",Yes,45,40,85,1,85,5,Discount deals was greatly appreciated.
199874,26/2/2024,BF1552,Ornaments,Male,26,New Jersey,"39,833851","-74,871826",No,45,0,45,2,90,4,The product was delivered quickly.
175571,2/4/2024,BF1550,Clothing,Female,21,Memphis,"35,1175","-89,971107",No,97,0,97,1,97,4,The Product exhibits good design.
184218,19/12/2023,BF1545,Other,Female,25,San Antonio,"29,424349","-98,491142",No,10,0,10,2,20,3,Had slight delays but the product was in good shape.
192227,15/2/2024,BF1543,Clothing,Male,33,San Francisco,"37,77493","-122,41942",No,100,0,100,3,300,1,"Unfortunately, the delivery was late."
139449,20/1/2024,BF1549,Clothing,Female,25,Austin,"30,266666","-97,73333",No,130,0,130,1,130,2,The promotion quality does not match the product
168070,26/9/2024,BF1553,Ornaments,Male,18,London,"51,509865","-0,118092",Yes,50,40,90,1,90,5,The product was delivered quickly.
163107,25/8/2024,BF1548,Clothing,Male,32,Las Vegas,"36,18811","-115,176468",No,65,0,65,1,65,4,Exquisite craftsmanship here is absolutely appreciated.
135780,20/10/2024,BF1548,Clothing,Female,27,London,"51,509865","-0,118092",Yes,65,40,105,1,105,4,Exquisite craftsmanship here is absolutely appreciated.
138768,6/3/2024,BF1548,Clothing,Male,28,Manchester,"53,48095","-2,23743",Yes,65,40,105,1,105,5,The product was affordable here compared to other brands.
133935,16/4/2024,BF1544,Other,Male,24,New York,"40,73061","-73,935242",No,9,0,9,2,18,5,Incredible detailing was clearly evident.
193605,5/4/2024,BF1545,Other,Male,21,Liverpool,"53,400002","-2,983333",Yes,10,40,50,1,50,1,Low quality products are a usual here these days.
132689,21/4/2024,BF1554,Ornaments,Male,29,Miami,"25,761681","-80,191788",No,20,0,20,1,20,5,Discount deals was greatly appreciated.
123840,20/9/2024,BF1551,Ornaments,Male,34,Portland,"45,5234","-122,67621",No,15,0,15,4,60,1,The promotion quality does not match the product
180476,29/2/2024,BF1553,Ornaments,Female,24,Manchester,"53,48095","-2,23743",Yes,50,40,90,2,180,5,The Product exhibits good design.
173951,5/2/2024,BF1551,Ornaments,Male,33,Sacramento,"38,58157","-121,4944",No,15,0,15,1,15,4,The delivery team handled the product with care.
168749,2/3/2024,BF1548,Clothing,Male,20,Detroit,"42,33143","-83,04575",No,65,0,65,1,65,1,There is clear evidence of subpar detailing.
167082,3/10/2024,BF1543,Clothing,Female,20,Las Vegas,"36,18811","-115,176468",No,100,0,100,2,200,4,The delivery team handled the product with care.
134606,8/4/2024,BF1543,Clothing,Female,32,Liverpool,"53,400002","-2,983333",Yes,100,40,140,1,140,3,Had slight delays but the product was in good shape.
178674,22/4/2024,BF1551,Ornaments,Female,21,Toronto,"43,65107","-79,347015",Yes,15,25,40,3,120,4,The product was affordable here compared to other brands.
155829,13/11/2023,BF1549,Clothing,Male,26,New Jersey,"39,833851","-74,871826",No,130,0,130,2,260,1,There is clear evidence of subpar detailing.
169753,13/7/2024,BF1543,Clothing,Male,31,New Jersey,"39,833851","-74,871826",No,100,0,100,5,500,5,The product was delivered quickly.
167695,11/12/2023,BF1552,Ornaments,Female,26,Paris,"48,870502","2,304897",Yes,45,50,95,2,190,1,Never buying from here again.
158619,31/1/2024,BF1545,Other,Female,24,San Francisco,"37,77493","-122,41942",No,10,0,10,1,10,4,Premium quality as usual.
131132,3/2/2024,BF1544,Other,Male,24,Cleveland,"41,505493","-81,68129",No,9,0,9,1,9,4,Premium quality as usual.
132399,26/1/2024,BF1548,Clothing,Male,20,San Francisco,"37,77493","-122,41942",No,65,0,65,2,130,4,The product was affordable here compared to other brands.
198208,21/9/2024,BF1548,Clothing,Male,25,New York,"40,73061","-73,935242",No,65,0,65,2,130,5,The delivery team handled the product with care.
194476,9/2/2024,BF1544,Other,Female,31,Detroit,"42,33143","-83,04575",No,9,0,9,3,27,1,The product had an underwhelming design.
137794,20/1/2024,BF1550,Clothing,Male,23,New Jersey,"39,833851","-74,871826",No,97,0,97,1,97,2,"Unfortunately, the delivery was late."
158342,30/3/2024,BF1550,Clothing,Male,34,New Jersey,"39,833851","-74,871826",No,97,0,97,1,97,3,Not as expected.
132788,3/11/2024,BF1546,Clothing,Male,19,New Jersey,"39,833851","-74,871826",No,118,0,118,1,118,5,Lack of delivery delays is greatly appreciated.
131843,24/9/2024,BF1549,Clothing,Male,34,Detroit,"42,33143","-83,04575",No,130,0,130,3,390,4,The product was delivered quickly.
169590,2/12/2023,BF1546,Clothing,Female,35,Cleveland,"41,505493","-81,68129",No,118,0,118,4,472,4,Exquisite craftsmanship here is absolutely appreciated.
172697,16/11/2023,BF1551,Ornaments,Male,34,Las Vegas,"36,18811","-115,176468",No,15,0,15,1,15,3,Had slight delays but the product was in good shape.
130779,3/8/2024,BF1548,Clothing,Female,18,Cleveland,"41,505493","-81,68129",No,65,0,65,2,130,3,Expected much better
152864,12/11/2023,BF1551,Ornaments,Male,32,Portland,"45,5234","-122,67621",No,15,0,15,1,15,4,The product was delivered quickly.
122419,10/4/2024,BF1551,Ornaments,Male,33,Portland,"45,5234","-122,67621",No,15,0,15,1,15,4,Lack of delivery delays is greatly appreciated.
155500,5/2/2024,BF1551,Ornaments,Female,27,Paris,"48,870502","2,304897",Yes,15,50,65,1,65,5,Incredible detailing was clearly evident.
175860,24/7/2024,BF1551,Ornaments,Female,21,Miami,"25,761681","-80,191788",No,15,0,15,2,30,5,The Product exhibits good design.
186716,11/12/2023,BF1551,Ornaments,Female,19,New York,"40,73061","-73,935242",No,15,0,15,4,60,4,The product was affordable here compared to other brands.
187116,26/2/2024,BF1546,Clothing,Female,31,Memphis,"35,1175","-89,971107",No,118,0,118,1,118,4,Great design is one of the major positives of this product.
121074,13/5/2024,BF1550,Clothing,Male,35,Cleveland,"41,505493","-81,68129",No,97,0,97,1,97,1,Waste of Money.
173964,22/5/2024,BF1549,Clothing,Male,28,Detroit,"42,33143","-83,04575",No,130,0,130,2,260,1,"Unfortunately, the delivery was late."
145870,22/1/2024,BF1550,Clothing,Male,18,Cardiff,"51,481583","-3,17909",Yes,97,40,137,2,274,4,Premium quality as usual.
136732,12/6/2024,BF1544,Other,Male,26,Cardiff,"51,481583","-3,17909",Yes,9,40,49,2,98,5,Incredible detailing was clearly evident.
191495,14/12/2023,BF1546,Clothing,Female,21,Glasgow,"55,860916","-4,251433",Yes,118,40,158,3,474,3,The handling was questionable but incurred only minute damages.
169331,20/3/2024,BF1545,Other,Female,23,San Francisco,"37,77493","-122,41942",No,10,0,10,2,20,3,It was ok.
151140,10/12/2023,BF1551,Ornaments,Male,29,Detroit,"42,33143","-83,04575",No,15,0,15,2,30,3,The handling was questionable but incurred only minute damages.
187087,21/11/2023,BF1551,Ornaments,Male,35,Detroit,"42,33143","-83,04575",No,15,0,15,1,15,4,The product was affordable here compared to other brands.
131554,20/10/2024,BF1551,Ornaments,Male,23,Pittsburgh,"40,44062","-79,99589",No,15,0,15,1,15,3,Had slight delays but the product was in good shape.
123826,8/5/2024,BF1549,Clothing,Male,21,Miami,"25,761681","-80,191788",No,130,0,130,1,130,1,The product had poor quality.
135782,14/3/2024,BF1554,Ornaments,Female,27,Portland,"45,5234","-122,67621",No,20,0,20,1,20,4,The product was delivered quickly.
123608,28/7/2024,BF1548,Clothing,Male,33,Cleveland,"41,505493","-81,68129",No,65,0,65,1,65,5,The Product exhibits good design.
123848,24/3/2024,BF1551,Ornaments,Male,20,Detroit,"42,33143","-83,04575",No,15,0,15,1,15,4,Exquisite craftsmanship here is absolutely appreciated.
165876,18/7/2024,BF1545,Other,Female,18,Detroit,"42,33143","-83,04575",No,10,0,10,1,10,5,The product had excellent quality.
192958,20/11/2023,BF1551,Ornaments,Male,34,Las Vegas,"36,18811","-115,176468",No,15,0,15,2,30,4,Lack of delivery delays is greatly appreciated.
169192,29/9/2024,BF1551,Ornaments,Male,30,Detroit,"42,33143","-83,04575",No,15,0,15,1,15,5,Great design is one of the major positives of this product.
158535,5/1/2024,BF1552,Ornaments,Female,28,Cardiff,"51,481583","-3,17909",Yes,45,40,85,3,255,2,Careless handling by the delivery team.
147567,27/6/2024,BF1547,Ornaments,Male,23,Detroit,"42,33143","-83,04575",No,32,0,32,2,64,5,The product was affordable here compared to other brands.
137542,22/12/2023,BF1555,Other,Female,25,Austin,"30,266666","-97,73333",No,23,0,23,1,23,4,The delivery team handled the product with care.
196642,10/1/2024,BF1548,Clothing,Male,25,New York,"40,73061","-73,935242",No,65,0,65,2,130,4,Exquisite craftsmanship here is absolutely appreciated.
186569,24/10/2024,BF1550,Clothing,Male,32,Detroit,"42,33143","-83,04575",No,97,0,97,5,485,5,Lack of delivery delays is greatly appreciated.
194909,13/11/2023,BF1552,Ornaments,Female,25,San Antonio,"29,424349","-98,491142",No,45,0,45,2,90,1,The promotion quality does not match the product
170579,8/3/2024,BF1544,Other,Male,27,San Antonio,"29,424349","-98,491142",No,9,0,9,1,9,3,Had slight delays but the product was in good shape.
138353,24/11/2023,BF1546,Clothing,Female,21,Detroit,"42,33143","-83,04575",No,118,0,118,1,118,1,Careless handling by the delivery team.
199565,13/6/2024,BF1555,Other,Female,20,San Antonio,"29,424349","-98,491142",No,23,0,23,2,46,3,The handling was questionable but incurred only minute damages.
147676,31/7/2024,BF1551,Ornaments,Male,34,New York,"40,73061","-73,935242",No,15,0,15,5,75,5,The Product exhibits good design.
138964,12/8/2024,BF1544,Other,Male,29,New Delhi,"28,6448","77,216721",Yes,9,70,79,1,79,5,The delivery team handled the product with care.
141276,28/10/2024,BF1549,Clothing,Male,18,New Jersey,"39,833851","-74,871826",No,130,0,130,1,130,3,It was ok.
181005,22/3/2024,BF1549,Clothing,Female,25,Toronto,"43,65107","-79,347015",Yes,130,25,155,1,155,4,Great design is one of the major positives of this product.
149143,1/6/2024,BF1554,Ornaments,Female,23,Las Vegas,"36,18811","-115,176468",No,20,0,20,1,20,4,The product had excellent quality.
171098,25/9/2024,BF1550,Clothing,Female,25,Sacramento,"38,58157","-121,4944",No,97,0,97,1,97,4,The product had excellent quality.
191971,23/2/2024,BF1552,Ornaments,Male,31,Miami,"25,761681","-80,191788",No,45,0,45,4,180,4,The product was affordable here compared to other brands.
153977,1/2/2024,BF1555,Other,Male,32,New Jersey,"39,833851","-74,871826",No,23,0,23,1,23,5,The Product exhibits good design.
175759,24/11/2023,BF1545,Other,Male,28,Las Vegas,"36,18811","-115,176468",No,10,0,10,3,30,5,Discount deals was greatly appreciated.
153093,14/11/2023,BF1544,Other,Male,19,London,"51,509865","-0,118092",Yes,9,40,49,2,98,5,Discount deals was greatly appreciated.
134449,24/9/2024,BF1548,Clothing,Female,26,Portland,"45,5234","-122,67621",No,65,0,65,1,65,2,"Unfortunately, the delivery was late."
139314,28/5/2024,BF1543,Clothing,Male,31,Mumbai,"19,07609","72,877426",Yes,100,70,170,1,170,4,Lack of delivery delays is greatly appreciated.
199994,30/10/2024,BF1553,Ornaments,Male,18,Las Vegas,"36,18811","-115,176468",No,50,0,50,3,150,5,Lack of delivery delays is greatly appreciated.
130113,22/9/2024,BF1544,Other,Female,18,New York,"40,73061","-73,935242",No,9,0,9,1,9,4,Discount deals was greatly appreciated.
170515,3/4/2024,BF1548,Clothing,Male,30,Sacramento,"38,58157","-121,4944",No,65,0,65,1,65,4,Lack of delivery delays is greatly appreciated.
153570,31/8/2024,BF1543,Clothing,Male,35,Memphis,"35,1175","-89,971107",No,100,0,100,1,100,3,It was ok.
146290,30/8/2024,BF1545,Other,Male,29,San Francisco,"37,77493","-122,41942",No,10,0,10,3,30,5,The delivery team handled the product with care.
168381,4/4/2024,BF1544,Other,Male,19,Memphis,"35,1175","-89,971107",No,9,0,9,3,27,4,The delivery team handled the product with care.
165081,13/11/2023,BF1550,Clothing,Female,26,Glasgow,"55,860916","-4,251433",Yes,97,40,137,2,274,3,Average product
183974,7/10/2024,BF1545,Other,Male,34,Cleveland,"41,505493","-81,68129",No,10,0,10,2,20,3,Not as expected.
125537,16/1/2024,BF1548,Clothing,Male,29,Memphis,"35,1175","-89,971107",No,65,0,65,2,130,2,Careless handling by the delivery team.
191604,17/9/2024,BF1545,Other,Male,35,Miami,"25,761681","-80,191788",No,10,0,10,1,10,2,There is clear evidence of subpar detailing.
189849,8/2/2024,BF1547,Ornaments,Male,31,Portland,"45,5234","-122,67621",No,32,0,32,2,64,5,Great design is one of the major positives of this product.
127493,28/8/2024,BF1545,Other,Male,29,Pittsburgh,"40,44062","-79,99589",No,10,0,10,5,50,4,The product was affordable here compared to other brands.
124056,18/11/2023,BF1547,Ornaments,Female,18,Sacramento,"38,58157","-121,4944",No,32,0,32,1,32,5,Great design is one of the major positives of this product.
199100,4/2/2024,BF1544,Other,Male,35,Las Vegas,"36,18811","-115,176468",No,9,0,9,1,9,5,Premium quality as usual.
185431,27/2/2024,BF1551,Ornaments,Female,26,Dublin,"53,35014","-6,266155",Yes,15,40,55,1,55,5,Exquisite craftsmanship here is absolutely appreciated.
155300,12/9/2024,BF1551,Ornaments,Female,22,Manchester,"53,48095","-2,23743",Yes,15,40,55,5,275,1,Clear delays in delivery.
140731,12/12/2023,BF1550,Clothing,Female,30,Toronto,"43,65107","-79,347015",Yes,97,25,122,1,122,3,Had slight delays but the product was in good shape.
166773,12/11/2023,BF1554,Ornaments,Female,24,Austin,"30,266666","-97,73333",No,20,0,20,2,40,2,Waste of Money.
186643,20/12/2023,BF1548,Clothing,Male,24,Sacramento,"38,58157","-121,4944",No,65,0,65,1,65,5,Exquisite craftsmanship here is absolutely appreciated.
182192,2/2/2024,BF1546,Clothing,Male,27,Memphis,"35,1175","-89,971107",No,118,0,118,1,118,4,Lack of delivery delays is greatly appreciated.
196273,19/8/2024,BF1548,Clothing,Female,26,London,"51,509865","-0,118092",Yes,65,40,105,1,105,4,Incredible detailing was clearly evident.
126824,2/5/2024,BF1551,Ornaments,Male,29,Portland,"45,5234","-122,67621",No,15,0,15,5,75,5,Discount deals was greatly appreciated.
148399,6/1/2024,BF1547,Ornaments,Male,33,Sacramento,"38,58157","-121,4944",No,32,0,32,1,32,5,Premium quality as usual.
146753,25/2/2024,BF1553,Ornaments,Male,30,San Antonio,"29,424349","-98,491142",No,50,0,50,2,100,1,Never buying from here again.
148705,4/1/2024,BF1549,Clothing,Male,29,Toronto,"43,65107","-79,347015",Yes,130,25,155,1,155,4,The product had excellent quality.
166666,10/11/2023,BF1545,Other,Female,35,Dublin,"53,35014","-6,266155",Yes,10,40,50,1,50,3,Average product
182416,18/12/2023,BF1555,Other,Female,32,New Delhi,"28,6448","77,216721",Yes,23,70,93,2,186,4,Great design is one of the major positives of this product.
158629,14/5/2024,BF1552,Ornaments,Female,32,New York,"40,73061","-73,935242",No,45,0,45,1,45,4,Discount deals was greatly appreciated.
158850,25/8/2024,BF1548,Clothing,Male,28,Glasgow,"55,860916","-4,251433",Yes,65,40,105,1,105,4,Incredible detailing was clearly evident.
128193,10/5/2024,BF1551,Ornaments,Male,23,Cleveland,"41,505493","-81,68129",No,15,0,15,2,30,5,Incredible detailing was clearly evident.
191979,25/7/2024,BF1554,Ornaments,Male,35,Cleveland,"41,505493","-81,68129",No,20,0,20,1,20,2,There is clear evidence of subpar detailing.
140154,19/11/2023,BF1544,Other,Male,18,London,"51,509865","-0,118092",Yes,9,40,49,1,49,5,Lack of delivery delays is greatly appreciated.
127437,8/6/2024,BF1544,Other,Male,23,San Antonio,"29,424349","-98,491142",No,9,0,9,1,9,3,It was ok.
194812,8/2/2024,BF1548,Clothing,Female,34,Miami,"25,761681","-80,191788",No,65,0,65,4,260,5,Great design is one of the major positives of this product.
199077,24/3/2024,BF1544,Other,Male,23,Memphis,"35,1175","-89,971107",No,9,0,9,1,9,5,Lack of delivery delays is greatly appreciated.
134543,1/8/2024,BF1543,Clothing,Male,20,New Delhi,"28,6448","77,216721",Yes,100,70,170,4,680,5,The Product exhibits good design.
177295,5/4/2024,BF1548,Clothing,Female,24,Manchester,"53,48095","-2,23743",Yes,65,40,105,2,210,5,Exquisite craftsmanship here is absolutely appreciated.
195115,25/5/2024,BF1543,Clothing,Male,18,Liverpool,"53,400002","-2,983333",Yes,100,40,140,2,280,4,The product was affordable here compared to other brands.
134487,19/3/2024,BF1551,Ornaments,Male,22,Austin,"30,266666","-97,73333",No,15,0,15,4,60,5,The product was affordable here compared to other brands.
161617,1/5/2024,BF1553,Ornaments,Male,28,New York,"40,73061","-73,935242",No,50,0,50,4,200,4,Lack of delivery delays is greatly appreciated.
123244,30/11/2023,BF1551,Ornaments,Male,34,Pittsburgh,"40,44062","-79,99589",No,15,0,15,3,45,3,Not as expected.
124180,29/4/2024,BF1548,Clothing,Male,22,Detroit,"42,33143","-83,04575",No,65,0,65,2,130,4,The product was affordable here compared to other brands.
199233,16/5/2024,BF1548,Clothing,Male,31,Miami,"25,761681","-80,191788",No,65,0,65,1,65,5,Lack of delivery delays is greatly appreciated.
167366,26/12/2023,BF1550,Clothing,Female,25,San Antonio,"29,424349","-98,491142",No,97,0,97,4,388,5,Discount deals was greatly appreciated.
136897,20/5/2024,BF1552,Ornaments,Male,29,San Antonio,"29,424349","-98,491142",No,45,0,45,2,90,2,"Unfortunately, the delivery was late."
196235,24/2/2024,BF1548,Clothing,Male,29,New York,"40,73061","-73,935242",No,65,0,65,5,325,5,Premium quality as usual.
121457,23/10/2024,BF1551,Ornaments,Male,18,Paris,"48,870502","2,304897",Yes,15,50,65,1,65,4,Lack of delivery delays is greatly appreciated.
197590,20/1/2024,BF1543,Clothing,Male,19,Portland,"45,5234","-122,67621",No,100,0,100,3,300,3,Had slight delays but the product was in good shape.
149173,5/7/2024,BF1545,Other,Female,23,New York,"40,73061","-73,935242",No,10,0,10,1,10,4,The delivery team handled the product with care.
150160,25/6/2024,BF1551,Ornaments,Female,20,San Antonio,"29,424349","-98,491142",No,15,0,15,1,15,4,The Product exhibits good design.
197758,15/3/2024,BF1546,Clothing,Male,33,San Antonio,"29,424349","-98,491142",No,118,0,118,1,118,5,The product was delivered quickly.
151631,1/5/2024,BF1551,Ornaments,Male,26,Portland,"45,5234","-122,67621",No,15,0,15,1,15,2,The promotion quality does not match the product
194418,2/9/2024,BF1548,Clothing,Male,30,Miami,"25,761681","-80,191788",No,65,0,65,4,260,4,Discount deals was greatly appreciated.
183753,30/3/2024,BF1554,Ornaments,Female,31,Cardiff,"51,481583","-3,17909",Yes,20,40,60,4,240,4,Incredible detailing was clearly evident.
154579,27/3/2024,BF1550,Clothing,Male,35,Glasgow,"55,860916","-4,251433",Yes,97,40,137,2,274,5,Incredible detailing was clearly evident.
177667,20/8/2024,BF1552,Ornaments,Male,22,San Francisco,"37,77493","-122,41942",No,45,0,45,3,135,3,Had slight delays but the product was in good shape.
183737,19/12/2023,BF1551,Ornaments,Male,34,Austin,"30,266666","-97,73333",No,15,0,15,4,60,3,Had slight delays but the product was in good shape.
181320,31/5/2024,BF1551,Ornaments,Male,23,Montreal,"45,508888","-73,561668",Yes,15,25,40,1,40,2,The product had an underwhelming design.
166728,25/1/2024,BF1547,Ornaments,Male,29,Memphis,"35,1175","-89,971107",No,32,0,32,1,32,3,Average product
180784,22/11/2023,BF1552,Ornaments,Male,28,Manchester,"53,48095","-2,23743",Yes,45,40,85,1,85,5,Great design is one of the major positives of this product.
145855,26/6/2024,BF1548,Clothing,Female,22,Dublin,"53,35014","-6,266155",Yes,65,40,105,1,105,3,The handling was questionable but incurred only minute damages.
122636,18/4/2024,BF1553,Ornaments,Male,29,Portland,"45,5234","-122,67621",No,50,0,50,1,50,5,Lack of delivery delays is greatly appreciated.
153495,5/5/2024,BF1545,Other,Male,28,Pittsburgh,"40,44062","-79,99589",No,10,0,10,1,10,4,The product had excellent quality.
195640,28/4/2024,BF1551,Ornaments,Male,21,Cleveland,"41,505493","-81,68129",No,15,0,15,3,45,1,The product had an underwhelming design.
122077,16/10/2024,BF1551,Ornaments,Male,25,Portland,"45,5234","-122,67621",No,15,0,15,1,15,5,Great design is one of the major positives of this product.
